v2tone,sourcecommonname,themes,date,ECON,ENV,SOCIAL,LEGAL,LEAD,year,month,day,date format
-3.594771242,investorplace.com,ECON_STOCKMARKET;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;ECON_CURRENCY_EXCHANGE_RATE;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_VICTIM;TAX_FNCACT_ANALYST;EPU_POLICY;EPU_POLICY_SPENDING;NATURAL_DISASTER;NATURAL_DISASTER_AFTERSHOCK;WB_698_TRADE;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_BRITISH_POUND;,2.01606E+13,1,0,0,0,0,2016,06,27,6/27/16 21:15
0.649350649,barrons.com,TAX_FNCACT;TAX_FNCACT_TRADER;TAX_FNCACT_ANALYST;EPU_ECONOMY_HISTORIC;TAX_FNCACT_INVESTOR;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TAX_ECON_PRICE;USPEC_UNCERTAINTY1;TAX_FNCACT_INCUMBENTS;,2.01608E+13,0,0,0,0,0,2016,08,08,8/8/16 17:45
0,jutiagroup.com,ECON_STOCKMARKET;WB_698_TRADE;TAX_ECON_PRICE;EPU_ECONOMY_HISTORIC;TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_ANALYST;TAX_WORLDARACHNIDS;TAX_WORLDARACHNIDS_TICK;MEDIA_SOCIAL;EPU_CATS_REGULATION;,2.01606E+13,1,0,0,0,0,2016,06,27,6/27/16 18:30
3.524229075,yahoo.com,MEDIA_SOCIAL;WB_698_TRADE;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;ECON_EARNINGSREPORT;ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_EDITOR;TAX_FNCACT_TRADER;TAX_FNCACT_INVESTOR;EPU_ECONOMY_HISTORIC;ECON_CURRENCY_EXCHANGE_RATE;MEDIA_MSM;,2.01606E+13,1,0,0,0,0,2016,06,29,6/29/16 18:30
1.138952164,jutiagroup.com,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYSTS;WB_698_TRADE;TAX_ECON_PRICE;EPU_ECONOMY_HISTORIC;TAX_FNCACT_ANALYST;TAX_WORLDARACHNIDS;TAX_WORLDARACHNIDS_TICK;EDUCATION;TAX_FNCACT_REGULATORS;TAX_ETHNICITY;TAX_ETHNICITY_AMERICAN;MEDIA_SOCIAL;EPU_CATS_REGULATION;,2.01606E+13,1,0,0,0,0,2016,06,30,6/30/16 2:45
0,investorplace.com,ECON_STOCKMARKET;WB_698_TRADE;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;TAX_FNCACT_TRADERS;USPEC_UNCERTAINTY1;ECON_EARNINGSREPORT;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;TAX_WORLDMAMMALS_BEAR;,2.01606E+13,1,0,0,0,0,2016,06,28,6/28/16 16:00
1.166861144,tickerreport.com,TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;TAX_FNCACT_MANUFACTURER;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SWEDISH;RETIREMENT;WB_336_NON_BANK_FINANCIAL_INSTITUTIONS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_332_CAPITAL_MARKETS;WB_611_PENSION_FUNDS;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_829_FISCAL_DECENTRALIZATION;WB_874_LOCAL_FINANCE;WB_877_ASSET_MANAGEMENT;WB_445_FISCAL_POLICY;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;WB_698_TRADE;TAX_DISEASE;TAX_DISEASE_OVERWEIGHT;WB_1406_DISEASES;WB_1435_OBESITY;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;TAX_FNCACT_ANALYST;,2.01609E+13,0,0,0,0,1,2016,09,07,9/7/16 5:00
0,thestreet.com,ECON_EARNINGSREPORT;CRISISLEX_T11_UPDATESSYMPATHY;TAX_FNCACT;TAX_FNCACT_CHIEF;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICER;TAX_FNCACT_OFFICER;TAX_FNCACT_CHIEF_FINANCIAL_OFFICER;TAX_FNCACT_INVESTOR;WB_2203_HUMAN_RIGHTS;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;MEDIA_SOCIAL;UNGP_FORESTS_RIVERS_OCEANS;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;AFFECT;EPU_ECONOMY_HISTORIC;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;,2.01607E+13,1,0,0,0,0,2016,07,01,7/1/16 21:15
-2.272727273,boisestatepublicradio.org,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TRIAL;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;EPU_ECONOMY_HISTORIC;TAX_FNCACT_EMPLOYERS;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2704_EMPLOYER;UNGP_FORESTS_RIVERS_OCEANS;TAX_FNCACT_JUDGE;,2.01607E+13,0,0,0,1,1,2016,07,18,7/18/16 16:45
0.314218382,tomshardware.com,WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;EPU_ECONOMY_HISTORIC;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_ANALYST;SHORTAGE;TAX_FNCACT_ANALYSTS;DELAY;USPEC_UNCERTAINTY1;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_CFO;ECON_STOCKMARKET;TAX_FNCACT_INVESTOR;TAX_ECON_PRICE;TAX_FNCACT_MOVERS;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_2371_ENCRYPTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_DEVELOPER;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_YOSEMITE;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_2947_OPERATING_SYSTEMS;WB_669_SOFTWARE_INFRASTRUCTURE;TAX_FNCACT_EDITOR;MEDIA_SOCIAL;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;EPU_CATS_REGULATION;,2.01606E+13,1,0,0,0,0,2016,06,18,6/18/16 17:45
-6.666666667,law360.com,TAX_FNCACT;TAX_FNCACT_JUDGE;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;SOC_POINTSOFINTEREST_SCHOOL;TRIAL;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;EPU_CATS_REGULATION;TAX_FNCACT_ATTORNEY;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;,2.01607E+13,0,0,0,1,0,2016,07,27,7/27/16 1:15
2.085889571,wkrb13.com,TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;TAX_FNCACT_MANUFACTURER;EPU_ECONOMY_HISTORIC;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;LEGISLATION;EPU_POLICY;EPU_POLICY_LAW;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_1040_COPYRIGHT_LAW;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;TAX_FNCACT_ANALYST;,2.01608E+13,0,0,0,1,1,2016,08,26,8/26/16 9:00
-2.941176471,fool.com,TAX_FNCACT;TAX_FNCACT_MANUFACTURER;ECON_STOCKMARKET;TAX_FNCACT_ANALYST;UNGP_FORESTS_RIVERS_OCEANS;TAX_ECON_PRICE;TAX_FNCACT_ANALYSTS;CRISISLEX_CRISISLEXREC;TAX_FNCACT_FOOL;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;,2.01607E+13,1,0,0,0,0,2016,07,01,7/1/16 18:45
-0.933609959,yahoo.com,,2.01607E+13,0,0,0,0,0,2016,07,01,7/1/16 16:30
-2.51572327,thepublicopinion.com,ECON_STOCKMARKET;WB_698_TRADE;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT;TAX_FNCACT_DIRECTORS;RESIGNATION;MANMADE_DISASTER_IMPLIED;WB_2299_PIPELINES;WB_539_OIL_AND_GAS_POLICY_STRATEGY_AND_INSTITUTIONS;WB_507_ENERGY_AND_EXTRACTIVES;WB_548_PPP_IN_OIL_AND_GAS;ENV_MINING;TAX_ECON_PRICE;ENV_METALS;WB_2936_GOLD;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;TECH_AUTOMATION;TAX_DISEASE;TAX_DISEASE_HEPATITIS;HEALTH_SEXTRANSDISEASE;UNGP_HEALTHCARE;TAX_DISEASE_HEPATITIS_C;EPU_ECONOMY_HISTORIC;,2.01607E+13,1,1,0,0,0,2016,07,01,7/1/16 22:45
2.402402402,smarteranalyst.com,,2.01606E+13,0,0,0,0,0,2016,06,27,6/27/16 19:45
-3.20855615,worldipreview.com,EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TRIAL;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;TAX_FNCACT;TAX_FNCACT_PROFESSOR;TAX_FNCACT_SPOKESPERSON;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_MASSACHUSETTS;,2.01607E+13,0,0,0,1,0,2016,07,14,7/14/16 12:30
-1.552795031,thecountrycaller.com,MEDICAL;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_939_NEGOTIATION;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_843_DISPUTE_RESOLUTION;WB_2471_PEACEKEEPING;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_ANALYSTS;ECON_STOCKMARKET;TAX_FNCACT_ANALYST;,2.01606E+13,1,0,0,0,0,2016,06,27,6/27/16 23:00
1.040118871,10thousandcouples.com,TAX_FNCACT;TAX_FNCACT_ANALYSTS;TAX_FNCACT_ANALYST;ECON_STOCKMARKET;ECON_WORLDCURRENCIES;ECON_WORLDCURRENCIES_DOLLARS;TAX_ECON_PRICE;ECON_WORLDCURRENCIES_UNITED_STATES_DOLLARS;WB_698_TRADE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_VICE_PRESIDENT;TAX_FNCACT_INSIDERS;TAX_FNCACT_EXECUTIVES;TAX_FNCACT_INSIDER;TAX_FNCACT_MANUFACTURER;WB_439_MACROECONOMIC_AND_STRUCTURAL_POLICIES;WB_829_FISCAL_DECENTRALIZATION;WB_874_LOCAL_FINANCE;WB_877_ASSET_MANAGEMENT;WB_445_FISCAL_POLICY;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SWEDISH;RETIREMENT;WB_336_NON_BANK_FINANCIAL_INSTITUTIONS;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_332_CAPITAL_MARKETS;WB_611_PENSION_FUNDS;,2.01609E+13,1,0,0,0,1,2016,09,13,9/13/16 16:00
0,streetwisereport.com,ECON_STOCKMARKET;TAX_ECON_PRICE;WB_698_TRADE;ECON_DEBT;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT;WB_450_DEBT;WB_1150_VOLATILITY;TAX_FNCACT;TAX_FNCACT_TRADER;TAX_FNCACT_ANALYSTS;TAX_FNCACT_INSIDER;TAX_FNCACT_ANALYST;CRISISLEX_C07_SAFETY;TAX_FNCACT_MANAGER;TAX_FNCACT_ENGINEER;TAX_FNCACT_WRITER;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;,2.01609E+13,1,0,0,0,0,2016,09,06,9/6/16 15:15
-0.720288115,madison.com,ECON_STOCKMARKET;EPU_ECONOMY_HISTORIC;WB_290_TELECOMMUNICATIONS_ORGANIZATIONAL_DESIGN;WB_288_TELECOMMUNICATIONS_SECTOR_POLICY_AND_REGULATION;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;MANMADE_DISASTER_IMPLIED;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;ARMEDCONFLICT;EPU_CATS_NATIONAL_SECURITY;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_851_INTELLECTUAL_PROPERTY_RIGHTS;WB_1041_PATENTS;WB_1039_PROPERTY_LAWS_AND_REGULATIONS;TAX_FNCACT;TAX_FNCACT_LEADER;GENERAL_HEALTH;MEDICAL;WB_2601_TRADE_LINKAGES_SPILLOVERS_AND_CONNECTIVITY;WB_772_TRADE_FACILITATION_AND_LOGISTICS;WB_699_URBAN_DEVELOPMENT;WB_866_CONNECTIVITY_AND_LAGGING_REGIONS;WB_698_TRADE;WB_797_NATIONAL_URBAN_POLICIES;TAX_ECON_PRICE;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2462_POLITICAL_VIOLENCE_AND_WAR;ECON_BANKRUPTCY;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_CRISISLEXREC;TAX_FNCACT_CHAMPION;TAX_FNCACT_ANALYSTS;TAX_FNCACT_FOOL;WB_2465_REVOLUTIONARY_VIOLENCE;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;,2.01607E+13,1,0,0,0,1,2016,07,30,7/30/16 19:00
0.763358779,benchmarkmonitor.com,WB_698_TRADE;TAX_ECON_PRICE;ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_ANALYSTS;EPU_ECONOMY_HISTORIC;TAX_FNCACT_EMPLOYEES;APPOINTMENT;TAX_FNCACT_DIRECTORS;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;,2.01608E+13,1,0,0,0,0,2016,08,26,8/26/16 17:30
-1.237113402,tradecalls.org,ECON_STOCKMARKET;WB_698_TRADE;TAX_ECON_PRICE;TAX_FNCACT;TAX_FNCACT_INSIDER;CORRUPTION;TAX_FNCACT_CFO;EPU_CATS_REGULATION;EPU_CATS_FINANCIAL_REGULATION;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_BEARS;EPU_ECONOMY_HISTORIC;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;,2.01606E+13,1,0,0,0,0,2016,06,27,6/27/16 15:30
0,investorplace.com,ECON_STOCKMARKET;TAX_FNCACT;TAX_FNCACT_CANDIDATES;TAX_FNCACT_CHIEF;TAX_ECON_PRICE;TAX_ETHNICITY;TAX_ETHNICITY_BLACK;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;TAX_FNCACT_TRADERS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LION;,2.01607E+13,1,0,0,0,0,2016,07,21,7/21/16 12:30
0.960614793,istreetwire.com,ENV_OIL;ECON_STOCKMARKET;WB_698_TRADE;EPU_ECONOMY_HISTORIC;MANMADE_DISASTER_IMPLIED;ENV_MINING;ECON_OILPRICE;ENV_NATURALGAS;WB_1751_LIQUEFIED_NATURAL_GAS;WB_507_ENERGY_AND_EXTRACTIVES;WB_549_OIL_AND_GAS_SYSTEMS;WB_135_TRANSPORT;TAX_ECON_PRICE;SLFID_NATURAL_RESOURCES;WB_471_ECONOMIC_GROWTH;WB_1078_DETERMINANTS_OF_GROWTH;WB_1079_COMMODITIES_AND_RESOURCES;UNGP_FORESTS_RIVERS_OCEANS;ENV_METALS;WB_895_MINING_SYSTEMS;WB_2934_COPPER;WB_1699_METAL_ORE_MINING;DEMOCRACY;GENERAL_GOVERNMENT;WB_2936_GOLD;WB_2937_SILVER;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;WB_678_DIGITAL_GOVERNMENT;WB_2944_SERVERS;WB_671_STORAGE_MANAGEMENT;WB_667_ICT_INFRASTRUCTURE;WB_672_NETWORK_MANAGEMENT;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;WB_694_BROADCAST_AND_MEDIA;TAX_FNCACT;TAX_FNCACT_REPRESENTATIVES;,2.01608E+13,1,1,0,0,0,2016,08,07,8/7/16 7:45
-1.052631579,investornewswire.com,TAX_FNCACT;TAX_FNCACT_ANALYST;TAX_FNCACT_ANALYSTS;TAX_ECON_PRICE;ECON_STOCKMARKET;WB_698_TRADE;,2.01607E+13,1,0,0,0,0,2016,07,12,7/12/16 18:00
